type	latitude	longitude	altitude (m)	name
W	20.779227003	106.886672974	0.0	Px8y25
W	20.779227003	106.895256042	0.0	Px9y25
W	20.779227003	106.903839111	0.0	Px10y25
W	20.779227003	106.912422180	0.0	Px11y25
W	20.779227003	106.921005249	0.0	Px12y25
W	20.779227003	106.929588318	0.0	Px13y25
W	20.779227003	106.938171387	0.0	Px14y25
W	20.779227003	106.946754456	0.0	Px15y25
W	20.779227003	106.955337524	0.0	Px16y25
W	20.779227003	106.963920593	51.2	Px17y25
W	20.779227003	106.972503662	140.6	Px18y25
W	20.779227003	106.981086731	62.8	Px19y25
W	20.779227003	106.989669800	188.8	Px20y25
W	20.779227003	106.998252869	122.7	Px21y25
W	20.779227003	107.006835938	151.2	Px22y25
W	20.779227003	107.015419006	71.4	Px23y25
W	20.779227003	107.024002075	80.5	Px24y25
W	20.779227003	107.032585144	140.2	Px25y25
W	20.779227003	107.041168213	51.3	Px26y25
W	20.779227003	107.049751282	47.2	Px27y25
W	20.779227003	107.058334351	20.9	Px28y25
W	20.779227003	107.066917419	-0.1	Px29y25
W	20.779227003	107.075500488	0.0	Px30y25
W	20.779227003	107.084083557	0.8	Px31y25
W	20.771202012	106.826591492	0.0	Px1y26
W	20.771202012	106.835174561	0.0	Px2y26
W	20.771202012	106.843757629	0.0	Px3y26
W	20.771202012	106.852340698	0.0	Px4y26
W	20.771202012	106.860923767	0.0	Px5y26
W	20.771202012	106.869506836	0.0	Px6y26
W	20.771202012	106.878089905	0.0	Px7y26
W	20.771202012	106.886672974	0.0	Px8y26
W	20.771202012	106.895256042	0.0	Px9y26
W	20.771202012	106.903839111	0.0	Px10y26
W	20.771202012	106.912422180	0.0	Px11y26
W	20.771202012	106.921005249	0.4	Px12y26
W	20.771202012	106.929588318	0.0	Px13y26
W	20.771202012	106.938171387	0.0	Px14y26
W	20.771202012	106.946754456	0.0	Px15y26
W	20.771202012	106.955337524	0.0	Px16y26
W	20.771202012	106.963920593	0.0	Px17y26
W	20.771202012	106.972503662	32.1	Px18y26
W	20.771202012	106.981086731	100.1	Px19y26
W	20.771202012	106.989669800	130.8	Px20y26
W	20.771202012	106.998252869	59.4	Px21y26
W	20.771202012	107.006835938	147.0	Px22y26
W	20.771202012	107.015419006	37.6	Px23y26
W	20.771202012	107.024002075	51.7	Px24y26
W	20.771202012	107.032585144	113.5	Px25y26
W	20.771202012	107.041168213	12.4	Px26y26
W	20.771202012	107.049751282	4.3	Px27y26
W	20.771202012	107.058334351	0.0	Px28y26
W	20.771202012	107.066917419	1.7	Px29y26
W	20.771202012	107.075500488	0.0	Px30y26
W	20.771202012	107.084083557	7.0	Px31y26
W	20.763176594	106.826591492	0.0	Px1y27
W	20.763176594	106.835174561	0.0	Px2y27
W	20.763176594	106.843757629	0.0	Px3y27
W	20.763176594	106.852340698	0.0	Px4y27
W	20.763176594	106.860923767	0.0	Px5y27
W	20.763176594	106.869506836	0.0	Px6y27
W	20.763176594	106.878089905	0.0	Px7y27
W	20.763176594	106.886672974	0.0	Px8y27
W	20.763176594	106.895256042	0.0	Px9y27
W	20.763176594	106.903839111	0.0	Px10y27
W	20.763176594	106.912422180	0.0	Px11y27
W	20.763176594	106.921005249	0.0	Px12y27
W	20.763176594	106.929588318	0.0	Px13y27
W	20.763176594	106.938171387	0.0	Px14y27
W	20.763176594	106.946754456	0.0	Px15y27
W	20.763176594	106.955337524	0.0	Px16y27
W	20.763176594	106.963920593	0.0	Px17y27
W	20.763176594	106.972503662	0.0	Px18y27
W	20.763176594	106.981086731	91.9	Px19y27
W	20.763176594	106.989669800	58.9	Px20y27
W	20.763176594	106.998252869	116.7	Px21y27
W	20.763176594	107.006835938	108.6	Px22y27
W	20.763176594	107.015419006	196.4	Px23y27
W	20.763176594	107.024002075	123.7	Px24y27
W	20.763176594	107.032585144	20.6	Px25y27
W	20.763176594	107.041168213	50.8	Px26y27
W	20.763176594	107.049751282	0.0	Px27y27
W	20.763176594	107.058334351	15.8	Px28y27
W	20.763176594	107.066917419	0.0	Px29y27
W	20.763176594	107.075500488	0.0	Px30y27
W	20.763176594	107.084083557	21.5	Px31y27
